Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2016-06-06,98.96,99.12,98.465,98.78,4985735.0,0.0,1.0,96.0111783292105,96.16641063047034,95.53092839718788,95.83654199029318,4985735.0
2016-06-07,99.0,99.04,98.32,98.35,5608418.0,0.0,1.0,96.04998640452546,96.08879447984043,95.39024912417113,95.41935518065736,5608418.0
2016-06-08,98.49,98.8202,97.7,98.04,5466157.0,0.0,1.0,95.55518344425973,95.87554410598472,94.78872395678927,95.11859259696644,5466157.0
2016-06-09,97.82,97.926,97.1,97.84,5379153.0,0.0,1.0,94.90514818273414,95.0079895823188,94.20660282706487,94.92455222039163,5379153.0
2016-06-10,97.15,97.71,96.78,97.34,7204388.0,0.0,1.0,94.25511292120858,94.798425975618,93.8961382245452,94.43945127895464,7204388.0
2016-06-13,96.75,98.98,96.7,97.57,8766186.0,0.0,1.0,93.86703216805897,96.03058236686799,93.81852207391528,94.66259771201564,8766186.0
2016-06-14,97.2,98.55,97.175,98.4,6125297.0,0.0,1.0,94.30362301535227,95.61339555723217,94.27936796828043,95.46786527480107,6125297.0
2016-06-15,98.19,99.0,98.19,98.27,6662123.0,0.0,1.0,95.26412287939752,96.04998640452546,95.26412287939752,95.34173903002744,6662123.0
2016-06-16,97.8,98.63,96.86,98.38,7129263.0,0.0,1.0,94.88574414507667,95.69101170786207,93.97375437517512,95.44846123714358,7129263.0
2016-06-17,98.41,99.1401,98.27,99.0,8959401.0,0.0,1.0,95.4775672936298,96.18591168831611,95.34173903002744,96.04998640452546,8959401.0
2016-06-20,100.08,100.96,99.5,99.57,8268636.0,0.0,1.0,97.09780443802937,97.95158209495848,96.53508734596245,96.60300147776363,8268636.0
2016-06-21,99.73,99.79,98.77,98.82,5201712.0,0.0,1.0,96.75823377902348,96.81644589199593,95.82683997146444,95.87535006560813,5201712.0
2016-06-22,99.08,99.62,98.7,98.79,4947349.0,0.0,1.0,96.12760255515538,96.65151157190735,95.75892583966326,95.84624400912193,4947349.0
2016-06-23,99.44,99.62,98.61,99.02,5825280.0,0.0,1.0,96.47687523299001,96.65151157190735,95.67160767020461,96.06939044218294,5825280.0
2016-06-24,96.01,97.28,95.14,95.72,15062765.0,0.0,1.0,93.14908277473222,94.3812391659822,92.30500713663184,92.86772422869876,15062765.0
2016-06-27,94.91,95.23,94.0,94.38,9485245.0,0.0,1.0,92.08186070357083,92.39232530609051,91.19897699015549,91.5676537056476,9485245.0
2016-06-28,95.46,96.28,95.14,96.05,7141694.0,0.0,1.0,92.61547173915152,93.4110372831082,92.30500713663184,93.18789085004717,7141694.0
2016-06-29,96.91,97.29,96.28,96.98,6563579.0,0.0,1.0,94.02226446931881,94.39094118481094,93.4110372831082,94.09017860112,6563579.0
2016-06-30,97.1,98.07,96.88,97.82,7189489.0,0.0,1.0,94.20660282706487,95.14769865345264,93.99315841283259,94.90514818273414,7189489.0
2016-07-01,97.75,98.64,97.71,98.03,5681452.0,0.0,1.0,94.83723405093296,95.70071372669082,94.798425975618,95.10889057813769,5681452.0
2016-07-05,97.77,98.0,97.165,97.66,5846196.0,0.0,1.0,94.85663808859044,95.07978452165146,94.26966594945169,94.74991588147431,5846196.0
2016-07-06,97.0,98.52,96.76,98.45,6222792.0,0.0,1.0,94.10958263877747,95.58428950074594,93.87673418688772,95.51637536894476,6222792.0
2016-07-07,97.63,98.48,97.58,98.41,5146032.0,0.71,1.0,95.40419337316145,96.23481474330575,95.35533329256474,96.16641063047034,5146032.0
2016-07-08,99.25,99.85,98.77,99.62,6045805.0,0.0,1.0,96.98725998449528,97.57358095165596,96.51820321076674,97.34882458091104,6045805.0
2016-07-11,99.8,100.35,99.4,99.98,5427829.0,0.0,1.0,97.52472087105923,98.0621817576232,97.13384022628546,97.70061716120745,5427829.0
2016-07-12,100.175,100.79,100.0,100.2,8507935.0,0.0,1.0,97.89117147553466,98.49215046687436,97.72016119344613,97.91560151583303,8507935.0
2016-07-13,100.46,100.8,99.85,99.88,5489574.0,0.0,1.0,98.16967393493597,98.50192248299369,97.57358095165596,97.602897000014,5489574.0
2016-07-14,100.42,100.8,99.68,99.97,7459838.0,0.0,1.0,98.1305858704586,98.50192248299369,97.40745667762711,97.69084514508809,7459838.0
2016-07-15,100.42,100.54,99.54,99.8,5763595.0,0.0,1.0,98.1305858704586,98.24785006389075,97.27064845195629,97.52472087105923,5763595.0
2016-07-18,99.9,100.709,99.87,100.15,5050907.0,0.0,1.0,97.6224410322527,98.41299713630767,97.59312498389465,97.8667414352363,5050907.0
2016-07-19,99.81,99.99,99.361,99.47,5737015.0,0.0,1.0,97.53449288717859,97.71038917732677,97.09572936342002,97.20224433912087,5737015.0
2016-07-20,98.65,98.69,97.14,98.22,10633122.0,0.0,1.0,96.40093901733461,96.44002708181199,94.92536458331357,95.9807423242028,10633122.0
