Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2016-06-06,127.6,132.08,127.45,131.9,6995916.0,0.0,1.0,120.92136601789021,125.16688106303245,120.77921707664662,124.99630233354013,6995916.0
2016-06-07,132.41,133.39,131.82,131.93,4423983.0,0.0,1.0,125.47960873376836,126.40831514989321,124.92048956487686,125.02473212178884,4423983.0
2016-06-08,132.52,133.53,132.04,133.0,3883726.0,0.0,1.0,125.58385129068034,126.54098749505391,125.1289746787008,126.03872790265986,3883726.0
2016-06-09,132.1,133.82,131.92,133.1,3811169.0,0.0,1.0,125.18583425519824,126.8158087814582,125.01525552570592,126.13349386348892,3811169.0
2016-06-10,131.76,132.12,130.37,131.14,3828593.0,0.0,1.0,124.86362998837942,125.20478744736407,123.54638313285538,124.27608103123919,3828593.0
2016-06-13,130.79,131.51,129.88,129.92,3645024.0,0.0,1.0,123.94440016833745,124.62671508630675,123.08202992479295,123.11993630912457,3645024.0
2016-06-14,129.63,130.5999,128.5,130.5,3716959.0,0.0,1.0,122.84511502272028,123.7642500768014,121.77425966535182,123.66957888193318,3716959.0
2016-06-15,130.88,131.765,129.97,130.16,3324652.0,0.0,1.0,124.02968953308363,124.86836828642086,123.16731928953911,123.34737461511433,3324652.0
2016-06-16,129.32,129.89,126.9,129.37,4066106.0,0.0,1.0,122.55134054415016,123.09150652087584,120.25800429208674,122.59872352456472,4066106.0
2016-06-17,129.83,129.99,128.81,129.82,6739624.0,0.0,1.0,123.03464694437842,123.18627248170493,122.06803414392193,123.0251703482955,6739624.0
2016-06-20,131.36,133.9,131.21,132.75,4331887.0,0.0,1.0,124.48456614506317,126.89162155012147,124.34241720381955,125.80181300058719,4331887.0
2016-06-21,133.19,133.28,131.485,131.52,2841040.0,0.0,1.0,126.21878322823508,126.30407259298126,124.6030235960995,124.63619168238966,2841040.0
2016-06-22,132.1,133.16,131.58,131.77,2640944.0,0.0,1.0,125.18583425519824,126.19035343998637,124.69305125888711,124.87310658446233,2640944.0
